STN Code,Name of Monitoring Location,Type Water Body,State Name,Temperature C (Min),Temperature C (Max),Turbidity(NTU),Dissolved Oxygen (mg/L) (Min),Dissolved Oxygen (mg/L) (Max),pH (Min),pH (Max),Conductivity (S/cm) (Min),Conductivity (S/cm) (Max),BOD (mg/L) (Min),BOD (mg/L) (Max),Nitrate N + Nitrite N(mg/L) (Min),Nitrate N + Nitrite N(mg/L) (Max),Fecal Coliform (MPN/100ml) (Min),Fecal Coliform (MPN/100ml) (Max),Total Coliform (MPN/100ml) (Min),Total Coliform (MPN/100ml) (Max),Purolite A520 resin dose (mg/L),Alum dose (mg/L)
2222,"RAJADINIA PUKHURI AT ABHAYAPURI, ASSAM",POND,ASSAM,24,38,22,4.1,5.7,7,7.7,60,80,1.9,2.6,0.7,1.2,300,910,730,2000,6.93,15.575
2224,"RAJAPUKHURI AT GAURIPUR, ASSAM",POND,ASSAM,24,36,5.9,4.3,5.6,7.3,7.9,96,126,2.1,2.6,0.7,1.2,300,910,910,2000,6.93,22.545
2210,"RAJMAW PUKHURI, JORHAT, ASSAM",POND,ASSAM,21,33,11.85,5.6,7.8,6.8,7.8,73,109,2.1,2.6,0.6,1.2,300,360,360,910,6.81,16.23
2215,"SARAN BEEL, ASSAM",POND,ASSAM,21,32,13.25,4,7,7,7.6,75,105,2,2.7,0.7,1.1,300,730,720,1500,6.855,14.45
2226,"SIVASAGAR TANK (BORPUKHURI) NEAR
SIVADOL, ASSAM",POND,ASSAM,20,36,18.5,4,7.5,6.6,7.6,66,90,1.8,2.8,0.7,1.1,300,730,360,1500,6.86,15.525
2217,"SUBHAGYA KUNDA POND KAMAKHYA
TEMPLE, GUWAHATI, ASSAM",POND,ASSAM,19,30,36.45,4,8.5,7.3,7.8,218,247,2,2.7,0.6,1.1,300,730,720,2100,6.735,40.14
4334,"THOWRADOLE PUKHURI, THOWRADOLE
G.P. DEMOW BLOCK",POND,ASSAM,19,36,18.85,5.5,7.8,6.8,7.7,71,89,2,2.8,0.7,1.1,300,360,360,910,6.86,15.33
1532,"GOYSAGAR TANK, SIBSAGAR, ASSAM",TANK,ASSAM,20,36,19.2,5.5,6.5,6.3,7.6,62,88,1.4,2.6,0.7,1.1,2,300,360,730,6.85,15.135
2557,"KAWAR LAKE, BEGUSARAI",LAKE,BIHAR,12,31,76,1.7,9.2,6.8,7.5,136,360,2.4,4.2,0.15,6.2,780,92000,2300,160000,10.35,63.175
2571,MOTI JHEEL AT MOTIHARII,LAKE,BIHAR,20,29,328,2.6,22,7.2,8.3,390,1080,1,16,0.06,2.57,680,160000,1100,160000,7.928,201.575
4296,"SIKANDRAPUR, MUZAFFARPUR",LAKE,BIHAR,12,32,281.8,2.2,18.5,7.6,9,444,948,3.7,10,0.3,0.5,1700,160000,3300,160000,6.26,178.835
2574,SURAJ KUND AT GAYA,POND,BIHAR,18,31,235.95,3.3,16,7.1,8.2,427,817,2.3,6.9,0.13,1.65,2200,160000,2600,160000,6.821,152.29
2573,TIGHI TALAB AT GAYA,POND,BIHAR,18,31,349,5.4,19.6,7.4,8.8,557,1140,2.1,8,0.3,1.17,920,160000,1700,160000,6.696,215.275
2046,"SUKHNA LAKE, CHANDIGARH",LAKE,CHANDIGARH,17,33,53.25,7.5,10.3,6.9,8.7,208,295,2.4,3.6,0.5,15,5,27000,33,10900000,17.78,52.5
3163,"HITKASA TAILING DAM, RAJHARA, CHHATISGARH.(DALLI RAJHARA IRON
ORE MINES, DALLI RAJHARA)",LAKE,CHHATTISGARH,24,32,50,6,6.8,7.1,7.8,,,8,16,0.64,0.64,2,170,70,170,7.08,-6.025
3164,"NEHRU NAGAR TALAB, BHILAI, CHHATISGARH.",POND,CHHATTISGARH,21,31,50,7,7.2,7.1,7.8,,,2,2.8,0.59,0.59,10,110,110,170,6.32,-7.025
3031,"BHALSWA LAKE, DELHI",LAKE,DELHI,32,32,2246,0.3,1.7,7.6,8.1,6560,6560,40,55,1.14,2.1,49000,3300000,14000000,14000000,10.798,1273.175
3476,"LAKE NEAR IIT FLYOVER, DELHI",LAKE,DELHI,34,34,279,0.3,11,8.7,9.1,940,940,64,163,2.38,2.6,49,980000,79,79,18.086,179.275
3030,"SANJAY LAKE, DELHI",LAKE,DELHI,33,33,367.9,0.3,9,8.1,8.3,1194,1194,26,57,1.01,2.04,49,40000,130,130,10.694,227.805
3175,ANJUNEM LAKE,LAKE,GOA,27,32,1,4.8,7.9,5.7,7.4,40,140,1,1.6,0.32,0.54,2,240,2,540,5.896,21.275
3177,CARAMBOLIM LAKE,LAKE,GOA,27,30,161.05,4.3,8.8,6.3,8.3,99,603,1,2.8,0.32,0.39,78,1300,110,3300,5.836,109.56
3180,CURTORIM LAKE,LAKE,GOA,27,31,18.25,1.6,6.7,6,7.7,78,195,1,2.9,0.32,1.22,130,2300,170,4900,6.505,31
4408,HARWALE WATER FALL,LAKE,GOA,27,33,8.45,5.9,8.4,6.2,7.4,55,167,1,1.9,0.32,0.44,49,3300,140,5400,5.831,27.54
2269,"MAYEM LAKE, BICHOLIM",LAKE,GOA,28,32,-16.4,5.9,8.2,6.2,7.3,39,96,1,1.8,0.32,0.32,170,2200,330,2700,5.73,12.695
3178,RAIA LAKE,LAKE,GOA,27,31,11.95,2.8,7.7,6.4,7.7,90,177,1.2,3.4,0.32,1.12,45,2700,68,3900,6.45,27.49
3176,RUMDER LAKE,LAKE,GOA,27,32,0.65,1.2,6,6.1,7.8,95,141,1,3.8,0.32,0.52,130,2300,230,4900,5.99,21.47
3179,SAIPEM LAKE,LAKE,GOA,28,30,112.05,1.2,4.9,6.5,7.8,196,463,2.5,8,0.32,1.18,230,4900,940,7900,6.728,82.26
1549,"SALAULIM LAKE AT SALAULIM -
SANGUEM, GOA",LAKE,GOA,27.5,33,1.35,6.1,8.1,6.7,8.5,38,139,1,1.8,0.32,0.9,2,49,4,79,6.194,22.08
1345,"AJWAH LAKE AT SRI SAYAJI SABVAR,
BARODA,",LAKE,GUJARAT,27,30,125.7,5.1,8.5,7.6,8.5,365,502,1,1,0.32,0.39,2,11,17,70,5.746,89.865
2076,"ANKLESHWAR RESERVOIR AT GIDC
ANKLESHWAR AT VALIA ROAD.",LAKE,GUJARAT,26,31,127.8,6.5,8.5,7.6,8.3,306,508,1,1,0.3,0.5,2,27,20,70,5.81,92.035
1973,"BINDUSAROVAR, SIDDHPUR
(DIST.PATAN)",LAKE,GUJARAT,27,29,795.25,3.5,7.2,7.3,8,205,2415,1,10.5,0.3,1.3,12,120,46,350,6.925,461.9
1344,"CHANDOLA LAKE AT AHMEDABAD,",LAKE,GUJARAT,25,30,184.15,4.1,6.9,7.3,8.4,449,669,2.4,19,0.3,1.68,26,920,130,1600,7.654,122.43
1977,CITY LAKE OF NADIAD,LAKE,GUJARAT,27,35,517.35,4.7,6.7,7.7,8.5,892,1621,1.5,3.2,0.24,0.72,70,350,280,540,6.024,313.07
3198,"GOMTI LAKE, OPP, RANCHODAJI
TEMPLE, DAKOR, KHEDA",LAKE,GUJARAT,26,33,176.1,3.4,6.8,7.4,8.5,335,646,1.3,3.2,0.32,1.6,23,140,130,350,6.824,120.945
3199,"HAMISAR TALAV, BHUJ",LAKE,GUJARAT,23,30,191.5,5.2,6.4,7.2,8.4,363,690,2.2,2.8,0.33,0.46,5,7,22,28,5.904,126.525
1343,"KANKORIA LAKE AT AHMEDABAD, NR.
BALVATIKA,",LAKE,GUJARAT,25,30,1349.65,4.8,8.4,8.5,9.1,2571,3999,7,22,0.32,1.63,33,920,280,1600,7.788,771.78
2078,"KUWADAVA LAKE, VILL. KUWADAVA,
DIST. RAJKOT.",LAKE,GUJARAT,26,30,1042,5.9,6.9,7.3,8.4,452,3120,1.6,2.5,0.32,0.75,2,170,10,540,6.109,600.375
1975,"LAKHOTA TALAV, JAMNAGAR",LAKE,GUJARAT,18,29,242.25,3,4.4,6.8,8.4,358,835,1,2.1,0.32,0.6,3,6,6,27,5.969,153.8
3197,"MACHHU-II DAM, RAFLESHWAR, MORBI, RAJKOT",LAKE,GUJARAT,24,29,304.2,6.4,6.8,7.3,8.6,299,1012,2,2.4,0.16,0.43,2,21,2,49,5.656,188.315
3201,"MALAV TALAV, DHOLKA",LAKE,GUJARAT,24,32,1297.5,4.2,9.2,8.3,9.1,2669,3850,3,27,0.3,0.72,12,540,63,920,7.286,744.725
3200,MOONSAR LAKE OF VIRAMGAM,LAKE,GUJARAT,26,30,2098.3,0.3,7.5,8.3,9,1838,6138,10,59,0.16,1.1,94,920,280,1600,9.022,1188.885
2077,"MOTICHER LAKE NEAR KAKARPAR
ATOMIC POWER STATION, DIST. SURAT.",LAKE,GUJARAT,20,30,220.55,6.2,7.6,7.5,8.3,383,773,1,1.1,0.01,0.42,2,6,2,33,5.403,142.71
1972,"NALSAROVAR LAKE (SANAND),
DIST.AHMEDABAD",LAKE,GUJARAT,26,30,3968,5,8.4,7.8,8.8,1290,11480,1.8,24,0.32,0.76,33,540,120,920,7.192,2230.575
1976,NARSIMEHTA TALAV- JUNAGADH,LAKE,GUJARAT,23,29,307,3.5,6.5,7.2,8.3,314,1020,2.2,2.9,0.33,0.35,2,49,17,130,5.821,189.875
1346,"SURSAGAR LAKE AT BARODA,",LAKE,GUJARAT,26,32,347.6,4.9,7.3,7.6,8.5,800,1136,1.6,4.1,0.32,0.45,46,350,170,540,5.949,215.495
3202,VHERAIMATA TALAV AT ANAND,LAKE,GUJARAT,26,28,222.65,3.5,5.5,7.3,8.5,430,779,1.8,4.1,0.3,0.91,130,350,240,540,6.293,141.88
2079,"DHUDHIA TALAV AT NAVSARI, DIST.
NAVSARI.",POND,GUJARAT,28,31,147.4,7,7.8,7.5,8.4,369,564,1,1.9,0.3,0.57,2,17,10,120,5.911,102.955
1979,"OLPAD, VILLAGE POND:OLPAD, SURAT",POND,GUJARAT,20,30,313.3,5.4,8.2,7.3,8.4,413,1038,1,2.5,0.04,0.32,2,110,27,280,5.429,194.385
1971,THOL TANK (KALOL) (DIST. MEHASANA),TANK,GUJARAT,22,35,426,2.6,7.7,7.1,8.5,440,1360,8,29,0.32,1.04,6,540,50,920,7.666,262.175
1349,"BRAHMSAROVAR LAKE AT
KURUKSHETRA",LAKE,HARYANA,,,234.2,6.2,7.8,7.2,8,289,812,3.5,4.5,0.14,2.84,100,14100,100,34800,7.665,120.315
1392,"KAUSSHALAYA LAKE, PINJORE,
PANCHKULA",LAKE,HARYANA,,,120.8,3.9,7.2,7.6,8.2,329,488,3.2,4.8,0.3,0.88,400,4800,100,12000,6.304,57.135
3033,SOHNA LAKE,LAKE,HARYANA,20.4,32,426,6.5,7.2,7,7.9,860,1360,4,9,0.8,3.2,6600,39000,32000,110000,8.97,259.175
4857,"SANHIT SAROVAR, KURUSHETRA",POND,HARYANA,,,224.75,6.3,8,7,7.8,280,785,3.4,4.6,0.18,0.3,100,11800,100,24000,5.686,115.05
1291,GOBINDSAGAR LAKE AT BILASPUR,LAKE,"HIMACHAL
PRADESH",14,23,83,8.4,9.7,7.2,8,187,380,1,1,0.32,2.14,94,540,280,1600,7.146,59.075
2650,KHAZIAR LAKE,LAKE,"HIMACHAL
PRADESH",4,17,10.45,5.7,7.1,6.1,7.7,62,113,1,2,0.3,1.9,2,2,31,84,6.98,1.01
1292,"PONGDAM LAKE AT PONG VILLAGE,",LAKE,"HIMACHAL
PRADESH",13,26,28.75,6,9.2,7.1,8.2,109,225,1,1,0.3,1.2,2,2,25,63,6.37,31.85
1429,"RENUKA LAKE , 35 KM FROM PATNA
SAHIB NORTH",LAKE,"HIMACHAL
PRADESH",10,22,168.75,6.5,8.9,7.3,8.5,372,625,1,2,0.32,0.82,26,46,130,350,6.14,105.85
2649,RIWALSAR LAKE,LAKE,"HIMACHAL
PRADESH",11,27,211.1,5.3,9.8,6.9,8.3,58,746,1,5,0.41,1.74,110,920,920,1600,7.134,134.445
2738,"(MANSAR LAKE AT MID POINT(MANSAR
LAKE)",LAKE,"JAMMU &
KASHMIR",14,24,28.75,7.5,7.9,7.4,7.9,190,225,1,1,0.02,0.26,,,,,5.282,29.85
2740,"(MANSAR LAKE AT MID POINT(SURINSAR LAKE), J&K",LAKE,JAMMU & KASHMIR,15,26,32.6,6.2,6.6,7.9,8.6,168,236,3.1,4.1,0.03,0.04,-,-,-,-,5.273,33.995
4044,ANCHAR LAKE AT CENTRAL SITE,LAKE,JAMMU & KASHMIR,9.2,26.1,117.65,3.6,7.1,7.3,7.7,225,479,1.5,2.8,-,-,-,-,-,-,0,81.48
4047,ANCHAR LAKE AT JENAB SAHAB SOURA,LAKE,JAMMU & KASHMIR,8.3,26.3,203.75,0.5,3.6,7.2,7.4,300,725,3.3,8.7,-,-,-,-,-,-,0,129.65
4045,ANCHAR LAKE AT SANGAM,LAKE,"JAMMU &
KASHMIR",7.1,26.4,143.2,1.4,5.6,7.2,7.4,274,552,2.4,5.3,-,-,-,-,-,-,0,96.015
4043,ANCHAR LAKE AT SINDH INFLOW,LAKE,"JAMMU &
KASHMIR",7.3,24,961.15,3.5,7.2,7.3,7.8,217,2889,1.2,2.8,-,-,-,-,-,-,0,549.33
4046,ANCHAR LAKE NEAR LKIMS,LAKE,"JAMMU &
KASHMIR",8.9,25.8,186.6,0.7,2.6,7.1,7.4,274,676,3.5,7.6,-,-,-,-,-,-,0,119.595
4040,DAL LAKE AT ASHAIBAGH BRIDGE,LAKE,"JAMMU &
KASHMIR",13,25.8,25.95,4.3,9,7.3,8.1,179,217,2,4.4,-,-,-,-,-,-,0,30.09
4042,DAL LAKE AT JOGILANKER,LAKE,"JAMMU &
KASHMIR",14,28.2,72.5,0.5,4.5,7.1,7.7,264,350,5.4,13.6,-,-,-,-,-,-,0,58.425
4041,DAL LAKE AT NAYADYAR,LAKE,"JAMMU &
KASHMIR",13.5,28,58.5,0.7,5,7.1,7.7,273,310,4.4,10.5,-,-,-,-,-,-,0,50.425
3254,DAL LAKE AT ABIKARPORA,LAKE,"JAMMU &
KASHMIR",11.2,25.5,688.5,3.4,7.5,7.2,7.9,166,2110,2.1,2.9,-,-,-,-,-,-,0,398.925
3252,DAL LAKE AT CHAIRCHINARI,LAKE,"JAMMU &
KASHMIR",11.3,28,22.1,3.3,7.5,7,8.3,161,206,2,3.7,-,-,-,-,-,-,0,30.145
3251,DAL LAKE AT DALGATE,LAKE,"JAMMU &
KASHMIR",11.7,27.3,20,4.7,7.6,7.1,7.9,170,200,2.7,3.3,-,-,-,-,-,-,0,28.275
3259,DAL LAKE AT DHOBIGHAT,LAKE,"JAMMU &
KASHMIR",14,27.8,100.5,4,9,7.5,8.2,161,430,2.3,6.4,-,-,-,-,-,-,0,73.625
3256,"DAL LAKE AT ENTRY POINT OF TALIBAL
NALLAH",LAKE,"JAMMU &
KASHMIR",13,26.4,32.95,6,9.5,7.5,8.1,101,237,1.3,3.4,-,-,-,-,-,-,0,34.59
3257,DAL LAKE AT HABAK,LAKE,"JAMMU &
KASHMIR",13.5,27.4,97,2.8,8.3,7.4,8.5,183,420,1,8.5,0.02,0.02,-,-,-,-,5.465,71.275
3258,DAL LAKE AT HAZRATBAL,LAKE,"JAMMU &
KASHMIR",13.8,28,58.85,4.5,9.8,7.5,8.3,206,311,2.2,5.6,-,-,-,-,-,-,0,50.62
3262,"DAL LAKE AT NIGEEN, WATER INTAKE PT OF POKHRIBAL WATER TREATMENT
PLANT",LAKE,JAMMU & KASHMIR,13.5,27,29.45,5.8,9.2,7.7,8.5,202,227,2,4,-,-,-,-,-,-,0,33.24
3261,"DAL LAKE AT NISHAT, WATER INTAKE POINT OF NISHAT WATER TREATMENT
PLANT",LAKE,JAMMU & KASHMIR,13,27.6,18.25,6.4,9.8,7.9,8.2,160,195,2,3.8,-,-,-,-,-,-,0,27.6
3260,DAL LAKE AT SONALANK,LAKE,JAMMU & KASHMIR,13.8,26.1,43.8,6.4,9.8,7.4,8.5,142,268,1.5,2.9,-,-,-,-,-,-,0,40.335
1309,DAL LAKE AT SRINAGAR,LAKE,JAMMU & KASHMIR,11.7,28,20.7,5.7,9.3,7.4,7.8,165,202,2.3,4.6,-,-,-,-,-,-,0,29.365
3253,DAL LAKE NEAR NISHAT LAM,LAKE,JAMMU & KASHMIR,12.2,27.5,43.45,4.8,8.9,7.6,8.3,188,267,2,6.3,-,-,-,-,-,-,0,41.54
2739,"MANSAR LAKE POINT OF DISCHARGE OF WASTE WATER FROM DIFFERENT
ESTABLISHMENTS NEAR NAG TEMPLE",LAKE,JAMMU & KASHMIR,14,24,33.65,5.9,7.9,7.5,8.1,192,239,1,1,0.02,0.02,-,-,-,-,5.09,32.58
2741,"SURINSAR LAKE POINT OF DISCHARGE OF WASTE WATER FROM DIFFERENT
ESTABLISHMENTS",LAKE,JAMMU & KASHMIR,15,26,34,6.1,6.5,8.1,8.6,170,240,3.4,16.4,0.04,0.04,-,-,-,-,5.9,34.775
4048,WULAR LAKE AT SADERKOTE,LAKE,"JAMMU &
KASHMIR",9.4,27,51.85,2.5,7.5,7.3,7.6,197,291,2,5.1,-,-,-,-,-,-,0,45.72
4049,WULAR LAKE AT ZALWAN,LAKE,"JAMMU &
KASHMIR",10,21,120.45,1.6,8.1,7.1,7.5,90,487,1.3,5.6,-,-,-,-,-,-,0,77.94
3266,"WULAR LAKE AT ENTRY PT OF ERIN
NALLAH",LAKE,"JAMMU &
KASHMIR",6.1,24,7.75,3,7.9,7.2,7.9,70,165,1,4.6,-,-,-,-,-,-,0,18.15
3263,WULAR LAKE AT NINGLI NALLAH,LAKE,"JAMMU &
KASHMIR",6,24.1,41,4.2,6.8,7.1,7.6,194,260,1.3,2.7,-,-,-,-,-,-,0,36.775
3264,WULAR LAKE AT WATLAB,LAKE,"JAMMU &
KASHMIR",8.6,26,37.15,4.4,8.5,7.1,8,161,249,1.5,2.7,-,-,-,-,-,-,0,36.53
3265,WULAR LAKE ATKANIBATH,LAKE,"JAMMU &
KASHMIR",8.5,28.4,43.8,2.4,8.7,7.1,7.7,188,268,1.8,5.7,-,-,-,-,-,-,0,42.635
2398,"DIMNA LAKE, DIMNA",LAKE,JHARKHAND,20,32,35.05,7,8,7.2,7.7,168,243,1,1.6,-,-,-,-,-,-,0,41.36
2394,TOP CHANCHI LAKE,LAKE,JHARKHAND,19.5,20,0,7.4,7.6,7.5,7.5,-,-,2.4,2.5,-,-,-,-,-,-,0,#VALUE!
4491,"HOLY POND OF SHIV GANGA JARMUNDI,
DUMKA",POND,JHARKHAND,17,31,72.5,3.6,8,7.6,8.2,296,350,2.1,2.6,-,-,-,-,-,-,0,61.225
4740,"LOCO TALAB ) PUMPU TALAB), AT- BARMASIA, DHANBAD",POND,JHARKHAND,20,23,0,2,4.9,7.3,7.4,-,-,3.9,12.8,-,-,-,-,-,-,0,#VALUE!
4741,"RANIBANDH TALAB NEAR ISM, DHANBAD",POND,JHARKHAND,19,23,0,4,4.2,7.3,7.4,-,-,4.6,4.8,-,-,-,-,-,-,0,#VALUE!
2393,"SHIV GANGA POND, DEOGHAR",POND,JHARKHAND,17,32,66.2,6.2,7.6,7.6,8.2,310,332,1.5,2.6,-,-,-,-,-,-,0,58.715
4506,ABBIGERE LAKE,LAKE,KARNATAKA,25,25,439.65,0.3,7.2,6.5,8.1,226,1399,3,42,0.7,3,4600,940000,35000,5400000,10.34,259.78
3612,AGARAM LAKE,LAKE,KARNATAKA,25,25,393.8,1.9,7,6.5,7.7,324,1268,4,22,1.5,5.7,3300,150000,24000,1600000,12.46,234.235
3628,AMRUTHAHALLI LAKE,LAKE,KARNATAKA,25,25,287.05,4.2,6.6,6.6,7.6,449,963,3,8,0.3,2.6,2300,1100000,24000,3500000,7.84,174.76
4096,"ANDHRAHALLI LAKE, ANDHRAHALLI, BENGALURU",LAKE,KARNATAKA,25,25,522.95,0.3,6.2,6.3,7.2,358,1637,4,29,0.3,2.2,3400,700000,24000,5400000,8.57,306.19
3615,ARAKERE LAKE,LAKE,KARNATAKA,25,25,294.75,4.6,6.8,6.8,7.9,706,985,3.7,7,1.4,3.29,490,15000,5400,160000,9.662,179.05
4542,BASAVANAPURA LAKE,LAKE,KARNATAKA,25,25,367.9,4.4,6.5,6.5,8.1,209,1194,4,9,0.7,3.2,3300,140000,24000,540000,8.85,219.805
4515,BATTARAHALLI LAKE,LAKE,KARNATAKA,25,25,282.15,3.2,6.8,7.1,8.5,706,949,4,17,0.4,6.49,3300,150000,24000,1600000,11.522,172.03
3602,BELLANDUR LAKE,LAKE,KARNATAKA,25,25,365.45,0.3,2.8,6.5,6.9,1035,1187,18,87,1.1,5,2300,1200000000,24000,9200000000,14.67,218.44
3679,BHUTANALA LAKE,LAKE,KARNATAKA,24,29,484.8,0.3,10.9,7.6,9,708,1528,1,38,0.32,6,920,1840,1600,3200,12.084,288.935
3649,BUGUDANAHALLI LAKE,LAKE,KARNATAKA,25,25,59.2,5.7,6.9,6.5,7.2,141,312,3,5,0.4,11.5,1200,15000,16000,160000,14.93,47.815
4507,CHELEKERE LAKE,LAKE,KARNATAKA,25,25,414.1,4,7,6.5,7.4,297,1326,3,11,0.6,2.3,3300,940000,24000,5400000,8.11,245.545
4095,"CHIKKABANVARA LAKE,
CHIKKABANWARA, BENGALURU NORTH",LAKE,KARNATAKA,25,25,604.85,1,7,6.5,7.7,225,1871,4,22,0.36,3,3300,1100000,24000,9200000,8.932,351.82
4537,CHINNAKURCHI KERE,LAKE,KARNATAKA,25,25.1,132.35,4.8,7.4,6.5,7.8,208,521,2,10,0.3,2.2,23,46000,24000,350000,7.62,88.67
4520,CHINNAPANHALLI LAKE,LAKE,KARNATAKA,25,25,383.3,2.1,4.8,6.5,8.5,671,1238,6,36,1.5,3.6,4000,79000,24000,540000,11.48,228.385
3584,DALAVAI LAKE,LAKE,KARNATAKA,21,26,358.8,0.3,3.6,7.1,8.5,725,1168,8,14,2.1,4.9,2100,3300,7000,12000,12.14,215.735
4521,DEVARABEESANAHALLI LAKE,LAKE,KARNATAKA,21,25,417.6,2.1,6.6,6.5,7.6,425,1336,3,30,1.1,9.4,4000,14000,24000,160000,15.34,247.495
3645,DEVARAYASAMUDRA LAKE,LAKE,KARNATAKA,25,25,339.9,3.4,6.6,6.1,8,185,1114,3,8,0.3,9.79,4000,120000,24000,1600000,13.592,204.205
4539,DODDABIDARAKALLU LAKE,LAKE,KARNATAKA,25,25,557.95,0.3,5.1,6.3,7.4,974,1737,9,375,1.2,8,3300,2300000000,24000,2400000000,31.59,325.69
4094,"GANGONDANA HALLI LAKE, BENGALURU
NORTH",LAKE,KARNATAKA,25,25,1003.5,0.3,6,6,7.5,359,3010,5,203,0.7,13,4600,94000000,35000,540000000,26.39,573.925
4518,GARUDACHARPALYA LAKE,LAKE,KARNATAKA,25,25,569.15,4,6.2,6.5,7.6,325,1769,4,15,0.5,4.5,2300,94000,24000,540000,9.95,331.93
3613,GOTTIGERE LAKE,LAKE,KARNATAKA,25,25,458.55,2,7.1,6.4,8.4,221,1453,4,42,0.6,3.6,2300,46000,24000,350000,10.7,270.31
3654,GOTTIGERE LAKE,LAKE,KARNATAKA,25,26,902,2.1,6.8,6.1,7.1,240,2720,3,34,0.3,8.8,4000,120000,24000,920000,14.1,518.375
4535,GUBBALAL KERE,LAKE,KARNATAKA,25,25,79.85,4.8,6.4,6.5,7.7,247,371,3,11,0.4,0.8,1500,15000,16000,160000,6.67,59.32
3621,HARALAKUNTE LAKE,LAKE,KARNATAKA,25,25,398.7,1.2,5.9,6.5,8.4,812,1282,4,30,0.8,5.3,3300,23000,24000,240000,11.7,236.965
1446,"HEBALLA VALLEY LAKE AT D/S ROAD BRIDGE NR. MANDYA,",LAKE,KARNATAKA,22,29,179.25,5.2,5.8,7.5,8.5,386,655,3.5,4.8,1.8,6,240,790,2200,3800,12.2,118.7
3582,HEBBAL LAKE,LAKE,KARNATAKA,19,25,492.15,4.4,6.3,7.5,9,986,1549,3.5,7.4,2.3,8.1,910,2600,5800,7000,14.61,289.03
3625,HEBBAL LAKE,LAKE,KARNATAKA,25,25,290.9,3.2,6.9,6.4,7.4,303,974,3,16,0.9,4,4000,480000,35000,3500000,10.08,176.905
4536,HOSAKEREHALLI LAKE,LAKE,KARNATAKA,25,25.1,501.6,0.3,6,6.5,7,550,1576,5,78,0.7,4.5,3300,700000,24000,3500000,13.34,294.395
3617,HULIMAVU LAKE,LAKE,KARNATAKA,25,25,463.1,3.1,7.2,6.9,7.9,217,1466,3,10,1,5.2,3300,17000,24000,160000,10.86,272.845
3609,IBBALUR LAKE,LAKE,KARNATAKA,25,25,208.3,2,6.4,6.5,7.4,206,738,4,16,0.5,3.4,4600,330000,35000,2400000,9.12,130.885
4546,JAKKSANDRA LAKE,LAKE,KARNATAKA,25,25,305.95,1,6.3,6.5,7.4,521,1017,3,35,1,4.2,2300,63000,24000,540000,11.31,185.29
3627,JAKKUR LAKE,LAKE,KARNATAKA,25,25,413.05,2.8,6.1,6.5,8.2,447,1323,3,13,1.27,4.7,2300,700000,24000,16000000,10.934,244.96
4097,"KACHOHALLI LAKE, KACHOHALLI,
BENGALURU NORTH",LAKE,KARNATAKA,25,25,748,0.3,5.5,6.3,7.6,286,2280,6,124,0.6,19,3300,480000,24000,3500000,27.12,431.575
3611,KAIKONDANAHALLI LAKE,LAKE,KARNATAKA,25,25,457.15,0.3,7.2,6.6,7.7,629,1449,3,27,0.93,6,2200,1700000,24000,16000000,12.266,269.53
3616,KALENA AGRAHARA LAKE,LAKE,KARNATAKA,25,25,406.4,4.1,7.2,6.5,8.4,424,1304,3,12,1,5.3,3300,23000,24000,240000,11.04,241.255
4540,KAMMGONDANAHALLI LAKE,LAKE,KARNATAKA,25,25,690.6,2.3,6.8,6.5,7.5,180,2116,3,12,0.3,4,4900,130000,24000,1600000,9.16,399.595
3601,KARIHOBANAHALLI LAKE,LAKE,KARNATAKA,25,25,951,0.3,6.1,6.5,7.4,827,2860,3,80,1.7,7.03,4800,48000000,35000,350000000,16.664,544.675
4529,KASAVANAHALLI LAKE,LAKE,KARNATAKA,25,25,248.55,4.6,7.1,6.7,7,210,853,4,6,1,5,4600,46000,35000,350000,10.5,153.31
3591,KEMPAMBUDHI LAKE,LAKE,KARNATAKA,25,25,225.45,4.3,6.8,6.5,8.5,299,787,3,14,0.88,2.3,2300,140000,24000,1600000,8.596,140.44
3680,KILLA LAKE,LAKE,KARNATAKA,21,33,192.2,4.6,10,7,8.8,332,692,1.3,6.4,0.3,4.7,920,920,1600,1600,9.44,129.915
4543,KODI SINGASANDRA LAKE,LAKE,KARNATAKA,25,25,388.55,2.7,6.9,6.5,8,488,1253,3,20,0.3,6.8,2300,46000,24000,350000,11.8,231.31
4544,KOTHUNURU LAKE,LAKE,KARNATAKA,25,25,420.75,3,6.2,6.6,7.6,369,1345,4,34,0.5,4,2700,14000,24000,160000,10.5,249.25
4517,KOWDHENAHALLI LAKE,LAKE,KARNATAKA,25,25.1,1129.5,0.3,6.5,6.5,8.3,313,3370,5,54,0.3,8.09,2600,330000,24000,2400000,14.532,644.225
3583,KUKKARAHALLI LAKE,LAKE,KARNATAKA,21,25,219.5,5,6.8,7.1,9,495,770,2.7,4.4,1,3.1,830,1400,4600,6300,8.9,137.125
4516,KUNDALAHALLI LAKE,LAKE,KARNATAKA,25,25,404.65,3,6.1,6.8,7.8,725,1299,4,17,0.81,15,460,94000,3500,540000,18.822,240.28
3586,LIMBHABUDI LAKE,LAKE,KARNATAKA,20,26,247.5,4.6,6,7.3,8.8,564,850,3.5,5.2,1.5,3.1,780,1700,5800,8400,9.54,153.725
4538,MACHOHALLI LAKE,LAKE,KARNATAKA,25,25,1420,0.3,6.4,6.3,7.6,385,4200,3,145,0.6,11,3300,1200000,24000,9200000,21.77,805.975
